category,topic,level,word_es,translation_ru,source
Грамматика,Наречия места,A1,a la derecha,справа,пользователь
Грамматика,Наречия места,A1,a la izquierda,слева,пользователь
Грамматика,Наречия места,A1,abajo,внизу,пользователь
Грамматика,Наречия места,A1,ahi,там,пользователь
Грамматика,Наречия места,A1,al lado,рядом,пользователь
Грамматика,Наречия места,A1,allí,вон там,пользователь
Грамматика,Наречия места,A1,alrededor,вокруг,пользователь
Грамматика,Наречия места,A1,aquí,здесь,пользователь
Грамматика,Наречия места,A1,arriba,наверху,пользователь
Грамматика,Наречия места,A1,cerca,"близко, рядом",пользователь
Грамматика,Наречия места,A1,delante,впереди,пользователь
Грамматика,Наречия места,A1,dentro,внутри,пользователь
Грамматика,Наречия места,A1,detrás,сзади,пользователь
Грамматика,Наречия места,A1,encima,сверху,пользователь
Грамматика,Наречия места,A1,fuera,снаружи,пользователь
Грамматика,Наречия места,A1,lejos,далеко,пользователь
Грамматика,Национальности и жители,A1,alemán,немецкий,пользователь
Грамматика,Национальности и жители,A1,brasileño,бразильский,пользователь
Грамматика,Национальности и жители,A1,chino,китайский,пользователь
Грамматика,Национальности и жители,A1,francés,французский,пользователь
Грамматика,Национальности и жители,A1,inglés,английский,пользователь
Грамматика,Национальности и жители,A1,japonés,японский,пользователь
Грамматика,Национальности и жители,A1,mexicano,мексиканский,пользователь
Грамматика,Национальности и жители,A2,barcelonés,барселонский,пользователь
Грамматика,Национальности и жители,A2,belga,бельгийский,пользователь
Грамматика,Национальности и жители,A2,boliviano,боливийский,пользователь
Грамматика,Национальности и жители,A2,colombiano,колумбийский,пользователь
Грамматика,Национальности и жители,A2,cubano,кубинский,пользователь
Грамматика,Национальности и жители,A2,danés,датский,пользователь
Грамматика,Национальности и жители,A2,ecuatoriano,эквадорский,пользователь
Грамматика,Национальности и жители,A2,holandés,голландский,пользователь
Грамматика,Национальности и жители,A2,madrileño,мадридский,пользователь
